
The Rolling Stones,Route 66,positive,0.32964035868644714
The Rolling Stones,I Just Want To Make Love To You,positive,0.4006347954273224
The Rolling Stones,Honest I Do,negative,0.4892907440662384
The Rolling Stones,I Need You Baby (Mona),positive,0.4979948401451111
The Rolling Stones,Little By Little,positive,0.41587939858436584
The Rolling Stones,I'm A King Bee,positive,0.43858450651168823
The Rolling Stones,Carol,positive,0.35250693559646606
The Rolling Stones,Tell Me,positive,0.1659214198589325
The Rolling Stones,Can I Get A Witness,trust,0.30930453538894653
The Rolling Stones,You Can Make It If You Try,positive,0.6772534847259521
The Rolling Stones,Walking The Dog,positive,0.42091941833496094
12x5,Around And Around,positive,0.40073925256729126
12x5,Confessin' The Blues,positive,0.5395844578742981
12x5,Empty Heart,positive,0.24095460772514343
12x5,Time Is On My Side,positive,0.5412922501564026
12x5,"Good Times, Bad Times",negative,0.2586634159088135
12x5,It's All Over Now,positive,0.223777636885643
12x5,Under The Board Walk,positive,0.23221389949321747
12x5,Congratulations,positive,0.5227129459381104
12x5,Grown Up Wrong,positive,0.5511325597763062
12x5,If You Need Me,positive,0.516989529132843
12x5,Susie Q,positive,0.8443138599395752
"The Rolling Stones, Now!",Everybody Needs Somebody To Love,positive,0.29583293199539185
"The Rolling Stones, Now!",Down Home Girl,positive,0.43341535329818726
"The Rolling Stones, Now!",You Can't Catch Me,positive,0.5553758144378662
"The Rolling Stones, Now!",Heart Of Stone,positive,0.3454728126525879
"The Rolling Stones, Now!",What A Shame,negative,0.28104808926582336
"The Rolling Stones, Now!",I Need You Baby (Mona),positive,0.4979948401451111
"The Rolling Stones, Now!",Down The Road Apiece,positive,0.4928685128688812
"The Rolling Stones, Now!",Off The Hook,positive,0.29637160897254944
"The Rolling Stones, Now!",Pain In My Heart,positive,0.7365655899047852
"The Rolling Stones, Now!",Oh Baby (We Got A Good Thing Goin'),negative,0.2988082766532898
"The Rolling Stones, Now!",Little Red Rooster,positive,0.44859567284584045
"The Rolling Stones, Now!","Surprise, Surprise",positive,0.2864624857902527
Out Of Our Heads,Mercy Mercy,positive,0.7189622521400452
Out Of Our Heads,Hitch Hike,negative,0.23022952675819397
Out Of Our Heads,The Last Time,positive,0.30068519711494446
Out Of Our Heads,That's How Strong My Love Is,positive,0.28252536058425903
Out Of Our Heads,Good Times,positive,0.46483147144317627
Out Of Our Heads,I'm Alright,positive,0.4232949912548065
Out Of Our Heads,(I Can't Get No) Satisfaction,positive,0.521769106388092
Out Of Our Heads,Cry To Me,negative,0.3865049481391907
Out Of Our Heads,The Under Assistant West Coast Promotion Man,positive,0.4145938456058502
Out Of Our Heads,Play With Fire,positive,0.24548865854740143
Out Of Our Heads,The Spider And The Fly,negative,0.38338902592658997
Out Of Our Heads,One More Try,positive,0.39901667833328247
December's Children (And Everybody's),She Said Yeah,positive,0.44687098264694214
December's Children (And Everybody's),Talkin' About You,negative,0.23152147233486176
December's Children (And Everybody's),You Better Move On,positive,0.5559554100036621
December's Children (And Everybody's),Look What You've Done,positive,0.4968011975288391
December's Children (And Everybody's),The Singer Not The Song,positive,0.3220475912094116
December's Children (And Everybody's),Route 66,positive,0.32964035868644714
December's Children (And Everybody's),Get Off Of My Cloud,positive,0.3884422779083252
December's Children (And Everybody's),I'm Free,negative,0.33610793948173523
December's Children (And Everybody's),As Tears Go By,positive,0.6105387806892395
December's Children (And Everybody's),Gotta Get Away,positive,0.39793670177459717
December's Children (And Everybody's),Blue Turns To Grey,negative,0.2895694375038147
December's Children (And Everybody's),I'm Moving On,negative,0.5153242349624634
Aftermath,Paint It Black,negative,0.16318677365779877
Aftermath,Stupid Girl,positive,0.4128388464450836
Aftermath,Lady Jane,positive,0.5752953290939331
Aftermath,Under My Thumb,negative,0.23203955590724945
Aftermath,Doncha Bother Me,negative,0.5501911044120789
Aftermath,Think,negative,0.32449182868003845
Aftermath,Flight 505,negative,0.1831047385931015
Aftermath,High And Dry,positive,0.38003239035606384
Aftermath,It's Not Easy,positive,0.5236750245094299
Aftermath,I Am Waiting,negative,0.31304290890693665
Aftermath,Going Home,positive,0.4027687907218933
Between The Buttons,Let's Spend The Night Together,positive,0.3576326370239258
Between The Buttons,Yesterday's Papers,positive,0.40628957748413086
Between The Buttons,Ruby Tuesday,negative,0.1806730329990387
Between The Buttons,Connection,positive,0.24931223690509796
Between The Buttons,She Smiled Sweetly,positive,0.5322895050048828
Between The Buttons,"Cool, Calm & Collected",positive,0.49115318059921265
Between The Buttons,All Sold Out,positive,0.4155990779399872
Between The Buttons,My Obsession,positive,0.657666802406311
Between The Buttons,Who's Been Sleeping Here,positive,0.32903382182121277
Between The Buttons,Complicated,positive,0.5625792741775513
Between The Buttons,Miss Amanda Jones,positive,0.23878437280654907
Between The Buttons,Something Happened To Me Yesterday,negative,0.5441058874130249
Their Satanic Majesties Request,Sing This All Together,positive,0.5990088582038879
Their Satanic Majesties Request,Citadel,positive,0.8218657970428467
Their Satanic Majesties Request,In Another Land,negative,0.3116762936115265
Their Satanic Majesties Request,2000 Man,positive,0.3073998689651489
Their Satanic Majesties Request,Sing This All Together (See What Happens),positive,0.48994180560112
Their Satanic Majesties Request,She's A Rainbow,positive,0.5036307573318481
Their Satanic Majesties Request,The Lantern,positive,0.3329523205757141
Their Satanic Majesties Request,Gomper,positive,0.6726165413856506
Their Satanic Majesties Request,2000 Light Years From Home,positive,0.5633424520492554
Their Satanic Majesties Request,On With The Show,positive,0.7524790167808533
Beggar's Banquet,Sympathy For The Devil,positive,0.26112157106399536
Beggar's Banquet,No Expectations,positive,0.453335165977478
Beggar's Banquet,Dear Doctor,negative,0.2348366230726242
Beggar's Banquet,Parachute Woman,positive,0.4152824282646179
Beggar's Banquet,Jig-Saw Puzzle,positive,0.3721334934234619
Beggar's Banquet,Street Fighting Man,positive,0.702917754650116
Beggar's Banquet,Prodigal Son,positive,0.3398212492465973
Beggar's Banquet,Stray Cat Blues,positive,0.31418389081954956
Beggar's Banquet,Factory Girl,positive,0.6033874154090881
Beggar's Banquet,Salt Of The Earth,positive,0.5242905616760254
Let It Bleed,Gimme Shelter,positive,0.24653305113315582
Let It Bleed,Love In Vain,positive,0.7224266529083252
Let It Bleed,Country Honk,negative,0.3004027307033539
Let It Bleed,Live With Me,positive,0.34753888845443726
Let It Bleed,Let It Bleed,positive,0.21457539498806
Let It Bleed,Midnight Rambler,positive,0.22200553119182587
Let It Bleed,You Got The Silver,positive,0.42941519618034363
Let It Bleed,Monkey Man,negative,0.2935987412929535
Let It Bleed,You Can't Always Get What You Want,positive,0.30476316809654236
Get Yer Ya-Ya's Out,Jumping Jack Flash,negative,0.5286511182785034
Get Yer Ya-Ya's Out,Carol,positive,0.35250693559646606
Get Yer Ya-Ya's Out,Stray Cat Blues,positive,0.31418389081954956
Get Yer Ya-Ya's Out,Love In Vain,positive,0.7224266529083252
Get Yer Ya-Ya's Out,Midnight Rambler,positive,0.22200553119182587
Get Yer Ya-Ya's Out,Sympathy For The Devil,positive,0.26112157106399536
Get Yer Ya-Ya's Out,Live With Me,positive,0.34753888845443726
Get Yer Ya-Ya's Out,Little Queenie,positive,0.4332144260406494
Get Yer Ya-Ya's Out,Honky Tonk Women,positive,0.33973070979118347
Get Yer Ya-Ya's Out,Street Fighting Man,positive,0.702917754650116
Sticky Fingers,Brown Sugar,positive,0.8781057000160217
Sticky Fingers,Sway,fear,0.2630596458911896
Sticky Fingers,Wild Horses,positive,0.5806083679199219
Sticky Fingers,Can't You Hear Me Knocking,positive,0.40307915210723877
Sticky Fingers,You Gotta Move,positive,0.7886821031570435
Sticky Fingers,Bitch,negative,0.3290567100048065
Sticky Fingers,I Got The Blues,positive,0.3773583769798279
Sticky Fingers,Sister Morphine,positive,0.2638895511627197
Sticky Fingers,Dead Flowers,positive,0.25561437010765076
Sticky Fingers,Moonlight Mile,positive,0.35835370421409607
Exile On Main St.,Rocks Off,negative,0.2370559424161911
Exile On Main St.,Rip This Joint,positive,0.28971344232559204
Exile On Main St.,Shake Your Hips,positive,0.19025199115276337
Exile On Main St.,Casino Boogie,negative,0.47560063004493713
Exile On Main St.,Tumbling Dice,negative,0.3229813277721405
Exile On Main St.,Sweet Virginia,negative,0.39720258116722107
Exile On Main St.,Torn And Frayed,positive,0.29582691192626953
Exile On Main St.,Sweet Black Angel,positive,0.5170731544494629
Exile On Main St.,Loving Cup,negative,0.3857276737689972
Exile On Main St.,Happy,positive,0.3385723829269409
